1.6,3035,4,2,4,4,2,4,18,18,18,26,14,26,0
1.5818181818181818,3031,4,2,4,4,2,4,19,18,17,26,13,25,0
1.6181818181818182,3104,4,2,4,4,2,4,17,18,18,26,14,24,0
1.5818181818181818,3067,4,2,4,4,2,4,17,18,17,27,13,24,0
1.6,3112,4,3,4,4,2,4,17,17,16,26,14,26,0
1.5818181818181818,3096,4,3,4,4,2,4,17,17,16,25,12,23,0
1.6111111111111112,2974,4,2,4,4,2,4,17,17,18,24,13,23,0
1.5636363636363637,3022,4,2,4,4,2,4,18,18,19,25,12,25,0
1.6,3063,4,2,4,4,2,4,18,18,17,26,13,24,0
1.5818181818181818,3030,4,3,4,4,2,4,18,18,18,26,14,26,0
1.6,3042,4,2,4,4,2,4,17,19,18,27,14,25,0
1.6,3049,4,2,4,4,2,4,17,18,18,26,13,25,0
1.5818181818181818,3029,4,2,4,4,2,4,18,18,19,26,12,25,0
1.6363636363636365,3132,4,3,4,4,2,4,18,17,17,26,14,28,0
1.6,3012,4,2,4,4,2,4,19,18,18,26,14,26,0
1.5818181818181818,3012,4,2,4,4,2,4,18,18,18,26,14,25,0
1.6181818181818182,3073,4,2,4,4,2,4,18,18,18,25,14,25,0
1.5535714285714286,3119,4,2,4,4,2,4,18,18,18,24,13,25,0
1.6181818181818182,3126,4,2,4,4,2,4,18,18,17,25,15,25,0
1.5714285714285714,3188,4,3,4,4,2,4,18,17,18,24,14,27,0
1.5535714285714286,3135,4,2,4,4,2,4,16,18,18,24,13,25,0
1.5535714285714286,3083,4,2,4,4,2,4,18,18,18,25,14,25,0
1.5818181818181818,3056,4,2,4,4,2,4,17,17,18,25,14,23,0
1.5714285714285714,3126,4,2,4,4,2,4,17,19,18,25,14,26,0
1.5892857142857142,3183,4,2,4,4,3,4,18,18,17,25,13,26,0
1.5714285714285714,3137,4,3,4,4,2,4,18,18,18,22,14,27,0
1.5714285714285714,3130,4,2,4,4,2,4,18,18,17,24,14,25,0
1.6071428571428572,3190,4,2,4,4,2,4,18,18,18,23,14,27,0
1.543859649122807,3176,4,2,4,4,2,4,18,19,18,26,14,24,0
1.5714285714285714,3132,4,2,4,4,2,4,18,18,18,25,14,25,0
1.5892857142857142,3167,4,2,4,4,2,4,18,18,18,24,13,25,0
1.543859649122807,3250,4,3,4,4,2,4,17,17,18,25,14,24,0
1.5892857142857142,3204,4,2,4,4,2,4,17,17,17,25,15,25,0
1.5535714285714286,3138,4,2,4,4,2,4,18,16,17,23,12,24,0
1.5263157894736843,3171,4,2,4,4,2,4,17,18,19,24,14,24,0
1.5263157894736843,3175,4,2,4,4,2,4,18,18,17,24,14,24,0
1.5535714285714286,3101,4,2,4,4,2,4,18,17,18,23,14,24,0
1.543859649122807,3205,4,2,4,4,2,4,17,18,18,25,14,24,0
1.543859649122807,3209,4,3,4,4,2,4,18,17,18,24,14,25,0
1.5892857142857142,3172,4,2,4,4,2,4,18,17,18,25,14,26,0
1.5689655172413792,3391,4,4,4,4,2,4,18,18,18,26,15,25,0
1.5714285714285714,3141,4,2,4,4,2,4,18,17,18,24,14,24,0
1.6071428571428572,3235,4,2,4,4,2,4,18,17,17,23,14,26,0
1.5818181818181818,3034,4,3,4,4,2,4,18,16,18,23,14,27,0
1.6296296296296295,3027,4,3,3,4,2,4,17,15,17,22,13,29,0
1.5535714285714286,3091,4,2,4,4,2,4,18,18,18,24,13,25,0
1.5714285714285714,3141,4,2,4,4,2,4,18,18,17,25,14,26,0
1.5714285714285714,3176,4,2,4,4,2,4,17,17,18,24,13,26,0
